hhid,id2,rule_name,detail
04 0862 032 1,7,monetary_outlier_q6_05h,"q6_05h=30000.0 outside IQR bounds [-6500, 13500]"
06 0205 010 5,1,monetary_outlier_q6_05h,"q6_05h=25000.0 outside IQR bounds [-6500, 13500]"
06 0229 014 3,4,monetary_outlier_q6_05h,"q6_05h=250000.0 outside IQR bounds [-6500, 13500]"
08 0006 213 5,2,monetary_outlier_q6_05h,"q6_05h=15000.0 outside IQR bounds [-6500, 13500]"
08 0006 213 5,12,monetary_outlier_q6_05h,"q6_05h=50000.0 outside IQR bounds [-6500, 13500]"
01 0006 004 2,1,monetary_outlier_q6_06,"q6_06=1500000.0 outside IQR bounds [-90000, 150000]"
02 0090 122 1,1,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
02 0098 006 1,1,monetary_outlier_q6_06,"q6_06=300000.0 outside IQR bounds [-90000, 150000]"
02 0131 018 4,1,monetary_outlier_q6_06,"q6_06=250000.0 outside IQR bounds [-90000, 150000]"
03 0213 010 4,2,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
03 0254 086 3,1,monetary_outlier_q6_06,"q6_06=3000000.0 outside IQR bounds [-90000, 150000]"
03 0275 065 1,1,monetary_outlier_q6_06,"q6_06=160000.0 outside IQR bounds [-90000, 150000]"
03 0282 069 7,4,monetary_outlier_q6_06,"q6_06=400000.0 outside IQR bounds [-90000, 150000]"
03 0324 107 2,2,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
03 0384 111 2,3,monetary_outlier_q6_06,"q6_06=160000.0 outside IQR bounds [-90000, 150000]"
03 0465 071 0,1,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
04 0020 071 7,1,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
04 0020 094 4,1,monetary_outlier_q6_06,"q6_06=500000.0 outside IQR bounds [-90000, 150000]"
04 0095 236 5,1,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
04 0095 249 3,1,monetary_outlier_q6_06,"q6_06=300000.0 outside IQR bounds [-90000, 150000]"
04 0121 028 9,1,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
04 0170 038 3,3,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
04 0235 041 1,1,monetary_outlier_q6_06,"q6_06=196000.0 outside IQR bounds [-90000, 150000]"
04 0267 030 2,1,monetary_outlier_q6_06,"q6_06=160000.0 outside IQR bounds [-90000, 150000]"
04 0276 096 5,1,monetary_outlier_q6_06,"q6_06=280000.0 outside IQR bounds [-90000, 150000]"
04 0301 020 0,1,monetary_outlier_q6_06,"q6_06=500000.0 outside IQR bounds [-90000, 150000]"
04 0345 087 6,1,monetary_outlier_q6_06,"q6_06=160000.0 outside IQR bounds [-90000, 150000]"
04 0362 331 3,1,monetary_outlier_q6_06,"q6_06=165000.0 outside IQR bounds [-90000, 150000]"
04 0379 111 8,1,monetary_outlier_q6_06,"q6_06=175000.0 outside IQR bounds [-90000, 150000]"
04 0402 015 3,1,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
04 0420 039 9,1,monetary_outlier_q6_06,"q6_06=190000.0 outside IQR bounds [-90000, 150000]"
04 0446 094 6,1,monetary_outlier_q6_06,"q6_06=165000.0 outside IQR bounds [-90000, 150000]"
04 0453 183 8,3,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
04 0461 315 9,1,monetary_outlier_q6_06,"q6_06=165000.0 outside IQR bounds [-90000, 150000]"
04 0470 027 8,2,monetary_outlier_q6_06,"q6_06=800000.0 outside IQR bounds [-90000, 150000]"
04 0481 070 6,1,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
04 0495 012 9,1,monetary_outlier_q6_06,"q6_06=225000.0 outside IQR bounds [-90000, 150000]"
04 0504 132 8,1,monetary_outlier_q6_06,"q6_06=600000.0 outside IQR bounds [-90000, 150000]"
04 0514 109 6,2,monetary_outlier_q6_06,"q6_06=250000.0 outside IQR bounds [-90000, 150000]"
04 0523 155 5,4,monetary_outlier_q6_06,"q6_06=450000.0 outside IQR bounds [-90000, 150000]"
04 0562 467 7,1,monetary_outlier_q6_06,"q6_06=400000.0 outside IQR bounds [-90000, 150000]"
04 0573 556 9,1,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
04 0599 691 4,1,monetary_outlier_q6_06,"q6_06=350000.0 outside IQR bounds [-90000, 150000]"
04 0680 067 9,4,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
04 0691 137 9,3,monetary_outlier_q6_06,"q6_06=2210000.0 outside IQR bounds [-90000, 150000]"
04 0697 079 1,1,monetary_outlier_q6_06,"q6_06=300000.0 outside IQR bounds [-90000, 150000]"
04 0712 129 7,1,monetary_outlier_q6_06,"q6_06=500000.0 outside IQR bounds [-90000, 150000]"
04 0719 016 7,1,monetary_outlier_q6_06,"q6_06=158000.0 outside IQR bounds [-90000, 150000]"
04 0719 030 2,1,monetary_outlier_q6_06,"q6_06=320000.0 outside IQR bounds [-90000, 150000]"
04 0731 019 3,2,monetary_outlier_q6_06,"q6_06=1000000.0 outside IQR bounds [-90000, 150000]"
04 0763 010 9,2,monetary_outlier_q6_06,"q6_06=298000.0 outside IQR bounds [-90000, 150000]"
04 0763 057 9,1,monetary_outlier_q6_06,"q6_06=250000.0 outside IQR bounds [-90000, 150000]"
04 0839 147 0,1,monetary_outlier_q6_06,"q6_06=160000.0 outside IQR bounds [-90000, 150000]"
04 0874 073 2,1,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
04 0915 014 2,1,monetary_outlier_q6_06,"q6_06=220000.0 outside IQR bounds [-90000, 150000]"
04 0928 060 0,1,monetary_outlier_q6_06,"q6_06=192000.0 outside IQR bounds [-90000, 150000]"
04 1054 136 2,3,monetary_outlier_q6_06,"q6_06=400000.0 outside IQR bounds [-90000, 150000]"
04 1119 057 6,3,monetary_outlier_q6_06,"q6_06=160000.0 outside IQR bounds [-90000, 150000]"
05 0060 276 7,1,monetary_outlier_q6_06,"q6_06=300000.0 outside IQR bounds [-90000, 150000]"
05 0078 030 5,2,monetary_outlier_q6_06,"q6_06=300000.0 outside IQR bounds [-90000, 150000]"
05 0094 033 4,1,monetary_outlier_q6_06,"q6_06=300000.0 outside IQR bounds [-90000, 150000]"
05 0191 089 4,2,monetary_outlier_q6_06,"q6_06=320000.0 outside IQR bounds [-90000, 150000]"
06 0045 083 8,2,monetary_outlier_q6_06,"q6_06=300000.0 outside IQR bounds [-90000, 150000]"
06 0109 010 6,1,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
06 0146 033 7,1,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
06 0322 081 1,1,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
06 0401 079 2,1,monetary_outlier_q6_06,"q6_06=360000.0 outside IQR bounds [-90000, 150000]"
06 0401 079 2,3,monetary_outlier_q6_06,"q6_06=400000.0 outside IQR bounds [-90000, 150000]"
06 0422 142 0,3,monetary_outlier_q6_06,"q6_06=280000.0 outside IQR bounds [-90000, 150000]"
06 0485 205 8,1,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
08 0004 119 1,1,monetary_outlier_q6_06,"q6_06=20000000.0 outside IQR bounds [-90000, 150000]"
08 0006 251 8,1,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
08 0039 025 5,2,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
09 0079 070 4,1,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
09 0079 076 2,1,monetary_outlier_q6_06,"q6_06=180000.0 outside IQR bounds [-90000, 150000]"
10 0015 163 6,1,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
10 0024 360 6,1,monetary_outlier_q6_06,"q6_06=350000.0 outside IQR bounds [-90000, 150000]"
10 0054 001 1,1,monetary_outlier_q6_06,"q6_06=300000.0 outside IQR bounds [-90000, 150000]"
10 0061 210 7,1,monetary_outlier_q6_06,"q6_06=200000.0 outside IQR bounds [-90000, 150000]"
10 0174 142 9,1,monetary_outlier_q6_06,"q6_06=230000.0 outside IQR bounds [-90000, 150000]"
01 0014 110 6,1,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
01 0014 115 2,1,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
02 0023 099 5,2,monetary_outlier_q6_07,"q6_07=16000.0 outside IQR bounds [-7500, 12500]"
02 0034 035 3,2,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
02 0090 119 1,2,monetary_outlier_q6_07,"q6_07=100000.0 outside IQR bounds [-7500, 12500]"
02 0098 006 1,1,monetary_outlier_q6_07,"q6_07=50000.0 outside IQR bounds [-7500, 12500]"
02 0106 071 6,2,monetary_outlier_q6_07,"q6_07=30000.0 outside IQR bounds [-7500, 12500]"
02 0116 031 6,1,monetary_outlier_q6_07,"q6_07=30000.0 outside IQR bounds [-7500, 12500]"
02 0121 072 8,3,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
02 0131 018 4,2,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
02 0240 032 1,1,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
03 0095 201 5,1,monetary_outlier_q6_07,"q6_07=30000.0 outside IQR bounds [-7500, 12500]"
03 0192 255 6,2,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
03 0213 010 4,2,monetary_outlier_q6_07,"q6_07=40000.0 outside IQR bounds [-7500, 12500]"
03 0254 072 6,2,monetary_outlier_q6_07,"q6_07=30000.0 outside IQR bounds [-7500, 12500]"
03 0266 005 2,1,monetary_outlier_q6_07,"q6_07=25000.0 outside IQR bounds [-7500, 12500]"
03 0275 065 1,1,monetary_outlier_q6_07,"q6_07=120000.0 outside IQR bounds [-7500, 12500]"
03 0282 069 7,1,monetary_outlier_q6_07,"q6_07=30000.0 outside IQR bounds [-7500, 12500]"
03 0311 205 7,2,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
03 0324 026 9,2,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
03 0324 037 9,1,monetary_outlier_q6_07,"q6_07=60000.0 outside IQR bounds [-7500, 12500]"
03 0341 107 2,1,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
03 0370 008 0,1,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
03 0424 033 5,1,monetary_outlier_q6_07,"q6_07=80000.0 outside IQR bounds [-7500, 12500]"
03 0438 022 1,2,monetary_outlier_q6_07,"q6_07=40000.0 outside IQR bounds [-7500, 12500]"
03 0459 005 2,1,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
03 0465 010 0,2,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
03 0465 071 0,1,monetary_outlier_q6_07,"q6_07=100000.0 outside IQR bounds [-7500, 12500]"
03 0547 017 7,2,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
04 0020 038 9,1,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
04 0041 180 5,5,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
04 0072 037 0,3,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
04 0095 242 9,1,monetary_outlier_q6_07,"q6_07=30000.0 outside IQR bounds [-7500, 12500]"
04 0110 007 5,2,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
04 0145 112 0,2,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
04 0157 167 3,2,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
04 0170 071 0,4,monetary_outlier_q6_07,"q6_07=25000.0 outside IQR bounds [-7500, 12500]"
04 0207 214 4,1,monetary_outlier_q6_07,"q6_07=30000.0 outside IQR bounds [-7500, 12500]"
04 0345 067 1,1,monetary_outlier_q6_07,"q6_07=14000.0 outside IQR bounds [-7500, 12500]"
04 0362 331 3,1,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
04 0362 340 2,1,monetary_outlier_q6_07,"q6_07=110000.0 outside IQR bounds [-7500, 12500]"
04 0379 100 0,2,monetary_outlier_q6_07,"q6_07=13400.0 outside IQR bounds [-7500, 12500]"
04 0379 111 8,1,monetary_outlier_q6_07,"q6_07=45000.0 outside IQR bounds [-7500, 12500]"
04 0391 066 7,1,monetary_outlier_q6_07,"q6_07=100000.0 outside IQR bounds [-7500, 12500]"
04 0402 020 2,2,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
04 0420 029 6,1,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
04 0420 039 9,4,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
04 0420 092 2,4,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
04 0420 115 8,1,monetary_outlier_q6_07,"q6_07=18000.0 outside IQR bounds [-7500, 12500]"
04 0446 160 1,1,monetary_outlier_q6_07,"q6_07=30000.0 outside IQR bounds [-7500, 12500]"
04 0453 189 3,2,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
04 0461 315 9,1,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
04 0514 009 7,4,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
04 0542 298 2,1,monetary_outlier_q6_07,"q6_07=75000.0 outside IQR bounds [-7500, 12500]"
04 0542 348 0,2,monetary_outlier_q6_07,"q6_07=25000.0 outside IQR bounds [-7500, 12500]"
04 0542 379 2,3,monetary_outlier_q6_07,"q6_07=150000.0 outside IQR bounds [-7500, 12500]"
04 0584 615 7,2,monetary_outlier_q6_07,"q6_07=64000.0 outside IQR bounds [-7500, 12500]"
04 0584 618 8,1,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
04 0584 618 8,2,monetary_outlier_q6_07,"q6_07=29000.0 outside IQR bounds [-7500, 12500]"
04 0599 673 2,2,monetary_outlier_q6_07,"q6_07=30000.0 outside IQR bounds [-7500, 12500]"
04 0632 119 0,1,monetary_outlier_q6_07,"q6_07=16000.0 outside IQR bounds [-7500, 12500]"
04 0632 120 8,1,monetary_outlier_q6_07,"q6_07=40000.0 outside IQR bounds [-7500, 12500]"
04 0641 172 8,2,monetary_outlier_q6_07,"q6_07=70000.0 outside IQR bounds [-7500, 12500]"
04 0641 176 3,1,monetary_outlier_q6_07,"q6_07=70000.0 outside IQR bounds [-7500, 12500]"
04 0663 067 3,3,monetary_outlier_q6_07,"q6_07=70000.0 outside IQR bounds [-7500, 12500]"
04 0667 036 3,2,monetary_outlier_q6_07,"q6_07=18000.0 outside IQR bounds [-7500, 12500]"
04 0691 137 9,3,monetary_outlier_q6_07,"q6_07=25000.0 outside IQR bounds [-7500, 12500]"
04 0691 138 0,1,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
04 0703 007 6,1,monetary_outlier_q6_07,"q6_07=58000.0 outside IQR bounds [-7500, 12500]"
04 0703 053 4,2,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
04 0712 107 3,2,monetary_outlier_q6_07,"q6_07=28000.0 outside IQR bounds [-7500, 12500]"
04 0719 016 7,1,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
04 0763 010 9,2,monetary_outlier_q6_07,"q6_07=67000.0 outside IQR bounds [-7500, 12500]"
04 0763 057 9,1,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
04 0796 095 4,2,monetary_outlier_q6_07,"q6_07=25000.0 outside IQR bounds [-7500, 12500]"
04 0813 190 2,1,monetary_outlier_q6_07,"q6_07=18000.0 outside IQR bounds [-7500, 12500]"
04 0820 021 7,2,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
04 0820 040 5,1,monetary_outlier_q6_07,"q6_07=14000.0 outside IQR bounds [-7500, 12500]"
04 0969 091 0,2,monetary_outlier_q6_07,"q6_07=25000.0 outside IQR bounds [-7500, 12500]"
04 0989 065 8,1,monetary_outlier_q6_07,"q6_07=40000.0 outside IQR bounds [-7500, 12500]"
04 1054 136 2,2,monetary_outlier_q6_07,"q6_07=25000.0 outside IQR bounds [-7500, 12500]"
04 1119 057 6,3,monetary_outlier_q6_07,"q6_07=18000.0 outside IQR bounds [-7500, 12500]"
05 0041 009 6,1,monetary_outlier_q6_07,"q6_07=25000.0 outside IQR bounds [-7500, 12500]"
05 0056 173 1,1,monetary_outlier_q6_07,"q6_07=30000.0 outside IQR bounds [-7500, 12500]"
05 0083 022 4,1,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
05 0083 075 4,1,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
05 0191 089 4,2,monetary_outlier_q6_07,"q6_07=40000.0 outside IQR bounds [-7500, 12500]"
05 0217 041 7,2,monetary_outlier_q6_07,"q6_07=35000.0 outside IQR bounds [-7500, 12500]"
05 0229 147 1,1,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
05 0276 182 8,2,monetary_outlier_q6_07,"q6_07=70000.0 outside IQR bounds [-7500, 12500]"
06 0028 114 2,1,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
06 0036 185 2,1,monetary_outlier_q6_07,"q6_07=800000.0 outside IQR bounds [-7500, 12500]"
06 0045 083 8,1,monetary_outlier_q6_07,"q6_07=25000.0 outside IQR bounds [-7500, 12500]"
06 0050 136 5,1,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
06 0064 056 4,2,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
06 0094 122 2,1,monetary_outlier_q6_07,"q6_07=30000.0 outside IQR bounds [-7500, 12500]"
06 0115 070 0,1,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
06 0146 045 3,1,monetary_outlier_q6_07,"q6_07=40000.0 outside IQR bounds [-7500, 12500]"
06 0173 006 4,1,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
06 0187 176 6,2,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
06 0194 045 4,1,monetary_outlier_q6_07,"q6_07=40000.0 outside IQR bounds [-7500, 12500]"
06 0213 050 5,3,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
06 0230 049 9,1,monetary_outlier_q6_07,"q6_07=25000.0 outside IQR bounds [-7500, 12500]"
06 0240 071 8,1,monetary_outlier_q6_07,"q6_07=50000.0 outside IQR bounds [-7500, 12500]"
06 0305 007 3,2,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
06 0379 022 9,2,monetary_outlier_q6_07,"q6_07=28000.0 outside IQR bounds [-7500, 12500]"
06 0422 072 7,2,monetary_outlier_q6_07,"q6_07=40000.0 outside IQR bounds [-7500, 12500]"
06 0431 034 5,1,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
06 0478 107 6,5,monetary_outlier_q6_07,"q6_07=48000.0 outside IQR bounds [-7500, 12500]"
08 0004 110 4,1,monetary_outlier_q6_07,"q6_07=60000.0 outside IQR bounds [-7500, 12500]"
08 0004 112 7,1,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
08 0004 119 1,1,monetary_outlier_q6_07,"q6_07=550000.0 outside IQR bounds [-7500, 12500]"
08 0004 130 7,1,monetary_outlier_q6_07,"q6_07=40000.0 outside IQR bounds [-7500, 12500]"
08 0004 156 1,1,monetary_outlier_q6_07,"q6_07=150000.0 outside IQR bounds [-7500, 12500]"
08 0006 167 8,1,monetary_outlier_q6_07,"q6_07=50000.0 outside IQR bounds [-7500, 12500]"
08 0006 168 4,1,monetary_outlier_q6_07,"q6_07=125000.0 outside IQR bounds [-7500, 12500]"
08 0006 229 6,1,monetary_outlier_q6_07,"q6_07=30000.0 outside IQR bounds [-7500, 12500]"
08 0006 251 8,1,monetary_outlier_q6_07,"q6_07=250000.0 outside IQR bounds [-7500, 12500]"
08 0006 266 3,1,monetary_outlier_q6_07,"q6_07=150000.0 outside IQR bounds [-7500, 12500]"
08 0019 290 3,1,monetary_outlier_q6_07,"q6_07=30000.0 outside IQR bounds [-7500, 12500]"
08 0019 298 8,3,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
08 0019 300 2,4,monetary_outlier_q6_07,"q6_07=40000.0 outside IQR bounds [-7500, 12500]"
08 0019 301 8,3,monetary_outlier_q6_07,"q6_07=25000.0 outside IQR bounds [-7500, 12500]"
08 0019 315 8,2,monetary_outlier_q6_07,"q6_07=25000.0 outside IQR bounds [-7500, 12500]"
08 0025 482 1,3,monetary_outlier_q6_07,"q6_07=75000.0 outside IQR bounds [-7500, 12500]"
08 0025 482 1,4,monetary_outlier_q6_07,"q6_07=30000.0 outside IQR bounds [-7500, 12500]"
08 0039 004 9,3,monetary_outlier_q6_07,"q6_07=700000.0 outside IQR bounds [-7500, 12500]"
08 0039 025 5,1,monetary_outlier_q6_07,"q6_07=400000.0 outside IQR bounds [-7500, 12500]"
08 0039 025 5,2,monetary_outlier_q6_07,"q6_07=400000.0 outside IQR bounds [-7500, 12500]"
09 0009 115 5,1,monetary_outlier_q6_07,"q6_07=25000.0 outside IQR bounds [-7500, 12500]"
09 0039 100 8,1,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
09 0079 087 2,1,monetary_outlier_q6_07,"q6_07=80000.0 outside IQR bounds [-7500, 12500]"
10 0024 389 1,2,monetary_outlier_q6_07,"q6_07=70000.0 outside IQR bounds [-7500, 12500]"
10 0024 421 0,1,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
10 0076 685 5,1,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
10 0088 889 8,2,monetary_outlier_q6_07,"q6_07=16000.0 outside IQR bounds [-7500, 12500]"
10 0088 892 0,1,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
10 0092 002 0,1,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
10 0107 115 5,1,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
10 0174 125 1,1,monetary_outlier_q6_07,"q6_07=30000.0 outside IQR bounds [-7500, 12500]"
10 0218 247 8,1,monetary_outlier_q6_07,"q6_07=60000.0 outside IQR bounds [-7500, 12500]"
10 0222 079 1,1,monetary_outlier_q6_07,"q6_07=15000.0 outside IQR bounds [-7500, 12500]"
10 0222 081 7,2,monetary_outlier_q6_07,"q6_07=20000.0 outside IQR bounds [-7500, 12500]"
01 0049 290 4,1,monetary_outlier_q6_09,"q6_09=25000.0 outside IQR bounds [-7500, 20500]"
01 0049 290 4,6,monetary_outlier_q6_09,"q6_09=40000.0 outside IQR bounds [-7500, 20500]"
01 0049 300 3,1,monetary_outlier_q6_09,"q6_09=25000.0 outside IQR bounds [-7500, 20500]"
02 0131 018 4,1,monetary_outlier_q6_09,"q6_09=25000.0 outside IQR bounds [-7500, 20500]"
02 0160 023 7,2,monetary_outlier_q6_09,"q6_09=25000.0 outside IQR bounds [-7500, 20500]"
04 0410 014 9,1,monetary_outlier_q6_09,"q6_09=36000.0 outside IQR bounds [-7500, 20500]"
04 0446 156 1,1,monetary_outlier_q6_09,"q6_09=25000.0 outside IQR bounds [-7500, 20500]"
04 1090 202 5,1,monetary_outlier_q6_09,"q6_09=35000.0 outside IQR bounds [-7500, 20500]"
05 0160 023 1,1,monetary_outlier_q6_09,"q6_09=30000.0 outside IQR bounds [-7500, 20500]"
08 0025 429 8,1,monetary_outlier_q6_09,"q6_09=50000.0 outside IQR bounds [-7500, 20500]"
08 0039 008 3,2,monetary_outlier_q6_09,"q6_09=50000.0 outside IQR bounds [-7500, 20500]"
08 0039 020 1,1,monetary_outlier_q6_09,"q6_09=30000.0 outside IQR bounds [-7500, 20500]"
09 0009 075 2,1,monetary_outlier_q6_09,"q6_09=30000.0 outside IQR bounds [-7500, 20500]"
09 0061 069 1,1,monetary_outlier_q6_09,"q6_09=30000.0 outside IQR bounds [-7500, 20500]"
09 0079 076 2,1,monetary_outlier_q6_09,"q6_09=30000.0 outside IQR bounds [-7500, 20500]"
10 0047 169 2,2,monetary_outlier_q6_09,"q6_09=40000.0 outside IQR bounds [-7500, 20500]"
10 0174 128 0,2,monetary_outlier_q6_09,"q6_09=30000.0 outside IQR bounds [-7500, 20500]"
10 0218 211 4,1,monetary_outlier_q6_09,"q6_09=40000.0 outside IQR bounds [-7500, 20500]"
10 0218 286 4,1,monetary_outlier_q6_09,"q6_09=30000.0 outside IQR bounds [-7500, 20500]"
01 0006 004 2,1,monetary_outlier_q6_10,"q6_10=5500000.0 outside IQR bounds [-47500, 92500]"
04 0453 183 8,3,monetary_outlier_q6_10,"q6_10=150000.0 outside IQR bounds [-47500, 92500]"
04 0453 183 8,4,monetary_outlier_q6_10,"q6_10=150000.0 outside IQR bounds [-47500, 92500]"
04 0504 132 8,1,monetary_outlier_q6_10,"q6_10=2000000.0 outside IQR bounds [-47500, 92500]"
04 0523 165 8,2,monetary_outlier_q6_10,"q6_10=200000.0 outside IQR bounds [-47500, 92500]"
04 0542 328 6,3,monetary_outlier_q6_10,"q6_10=140000.0 outside IQR bounds [-47500, 92500]"
04 1037 026 8,1,monetary_outlier_q6_10,"q6_10=100000.0 outside IQR bounds [-47500, 92500]"
06 0036 185 2,1,monetary_outlier_q6_10,"q6_10=200000.0 outside IQR bounds [-47500, 92500]"
06 0379 029 3,3,monetary_outlier_q6_10,"q6_10=168000.0 outside IQR bounds [-47500, 92500]"
06 0485 154 6,1,monetary_outlier_q6_10,"q6_10=130000.0 outside IQR bounds [-47500, 92500]"
10 0019 220 2,1,monetary_outlier_q6_10,"q6_10=100000.0 outside IQR bounds [-47500, 92500]"
10 0061 210 7,1,monetary_outlier_q6_10,"q6_10=100000.0 outside IQR bounds [-47500, 92500]"
10 0107 109 1,1,monetary_outlier_q6_10,"q6_10=100000.0 outside IQR bounds [-47500, 92500]"
10 0144 123 2,1,monetary_outlier_q6_10,"q6_10=100000.0 outside IQR bounds [-47500, 92500]"
10 0218 286 4,1,monetary_outlier_q6_10,"q6_10=200000.0 outside IQR bounds [-47500, 92500]"
10 0227 212 7,2,monetary_outlier_q6_10,"q6_10=130000.0 outside IQR bounds [-47500, 92500]"
