hhid,emig,weight,stratum,psu,block,domain,quarter,week,region,area,zone,psu_centroid_lat,psu_centroid_long,q7_04,q7_05,q7_06,q7_07,q7_08,q7_09,q7_10,q7_11,q7_12,q7_13,q7_14,q7_15,q7_16,q7_17
04 0625 079 4,2,52.93382895719373,04 1,04 0625,6,Coast/Urban,174,4,04,Coast,Urban,6.801363,-58.151859,Son/daughter,Male,62,Primary,,2015,,Work,U.S.A.,Yes,Self-employed (without paid help),FARMER,Working,
04 0625 079 4,3,52.93382895719373,04 1,04 0625,6,Coast/Urban,174,4,04,Coast,Urban,6.801363,-58.151859,Son/daughter,Female,61,Primary,,1999,,Work,U.S.A.,Yes,Self-employed (without paid help),CATTERER,Working,
04 0625 092 9,1,52.93382895719373,04 1,04 0625,3,Coast/Urban,174,4,04,Coast,Urban,6.8009176,-58.15136,Other relative,Female,72,Secondary,,1962,,Work,U.S.A.,No,,,Working,
04 0632 119 0,1,50.86897215820236,04 1,04 0632,3,Coast/Urban,174,5,04,Coast,Urban,6.8057518,-58.156624,Other relative,Male,78,University / Certificate /Diploma,ELECTRONICS,1960,,Family Reunification,Other European country,No,,,Don't know,Don't know
04 0632 119 0,2,50.86897215820236,04 1,04 0632,3,Coast/Urban,174,5,04,Coast,Urban,6.8057518,-58.156624,Other relative,Male,76,University / Certificate /Diploma,-1,1960,,Family Reunification,Other European country,No,,,Retired,No
04 0632 119 0,3,50.86897215820236,04 1,04 0632,3,Coast/Urban,174,5,04,Coast,Urban,6.8057518,-58.156624,Other relative,Male,74,University / Certificate /Diploma,MUSIC AND ACCOUNTING,1960,,Family Reunification,Other European country,No,,,Retired,No
04 0632 119 0,4,50.86897215820236,04 1,04 0632,3,Coast/Urban,174,5,04,Coast,Urban,6.8057518,-58.156624,Other relative,Male,68,University / Certificate /Diploma,ACCOUNTANCY,1965,,Family Reunification,U.S.A.,No,,,Working,
04 0632 119 0,5,50.86897215820236,04 1,04 0632,3,Coast/Urban,174,5,04,Coast,Urban,6.8057518,-58.156624,Other relative,Male,70,University / Certificate /Diploma,REFRIDGERATION REPAIRS,1960,,Family Reunification,U.S.A.,No,,,Working,
04 0632 133 4,1,50.86897215820236,04 1,04 0632,3,Coast/Urban,174,5,04,Coast,Urban,6.8066683,-58.155922,Son/daughter,Female,43,Masters,COMPUTER STUDY,-1,1990 - 1999,Political reasons,U.S.A.,No,,,Working,
04 0632 133 4,2,50.86897215820236,04 1,04 0632,3,Coast/Urban,174,5,04,Coast,Urban,6.8066683,-58.155922,Son/daughter,Female,37,Bachelor's degree,BUSINESS,1993,,Political reasons,U.S.A.,No,,,Working,
04 0632 133 4,3,50.86897215820236,04 1,04 0632,3,Coast/Urban,174,5,04,Coast,Urban,6.8066683,-58.155922,Son/daughter,Male,32,Masters,FINANCE,1993,,Political reasons,U.S.A.,No,,,Working,
04 0632 133 4,4,50.86897215820236,04 1,04 0632,3,Coast/Urban,174,5,04,Coast,Urban,6.8066683,-58.155922,Spouse/ partner,Female,58,Technical/Vocational Certificate or Diploma,COSMETOLOGY,1993,,Political reasons,U.S.A.,Yes,Self-employed (with paid help),COSMETOLOGIST,Working,
04 0655 003 2,1,47.96854830707679,04 1,04 0655,3,Coast/Urban,174,5,04,Coast,Urban,6.8013463,-58.162548,Son/daughter,Female,51,Secondary,,1995,,Marriage,Canada,Yes,"Employee (for another person, for a company or for the government)",CLERK,Working,
04 0655 003 2,2,47.96854830707679,04 1,04 0655,3,Coast/Urban,174,5,04,Coast,Urban,6.8013463,-58.162548,Son/daughter,Male,45,Secondary,,1991,,Marriage,Canada,Yes,"Employee (for another person, for a company or for the government)",TYPIST CLERK,Working,
04 0663 067 3,1,42.83702918585462,04 1,04 0663,6,Coast/Urban,174,7,04,Coast,Urban,6.7981262,-58.159004,Son/daughter,Female,38,University / Certificate /Diploma,ENGLISH,2007,,Work,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",TEACHER,Working,
04 0667 081 5,1,50.72023247352925,04 1,04 0667,5,Coast/Urban,174,5,04,Coast,Urban,6.7989111,-58.163788,Son/daughter,Female,23,Secondary,,2016,,Work,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",HAIR DRESSER,Working,
04 0667 089 1,1,50.72023247352925,04 1,04 0667,4,Coast/Urban,174,5,04,Coast,Urban,6.7987223,-58.163548,Other relative,Female,-1,Don't know,-1,-1,Before 1970,Don't know,U.S.A.,,,,,
04 0673 037 3,1,49.08409594212508,04 1,04 0673,3,Coast/Urban,174,7,04,Coast,Urban,6.7967558,-58.153816,Spouse/ partner,Female,61,University / Certificate /Diploma,SOCIOLOGY,2000,,Family Reunification,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",SALES REPRESENTATIVE,Working,
04 0680 003 2,1,61.21724325366161,04 1,04 0680,4,Coast/Urban,174,6,04,Coast,Urban,6.7952638,-58.155304,Son/daughter,Male,40,Secondary,,-1,2010 or after,Work,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",-1,Don't know,Don't know
04 0680 003 2,2,61.21724325366161,04 1,04 0680,4,Coast/Urban,174,6,04,Coast,Urban,6.7952638,-58.155304,Son/daughter,Male,32,Secondary,,-1,2010 or after,Work,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",SOLDIER,Don't know,Don't know
04 0680 003 2,3,61.21724325366161,04 1,04 0680,4,Coast/Urban,174,6,04,Coast,Urban,6.7952638,-58.155304,Son/daughter,Male,28,Secondary,,-1,2010 or after,Work,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",LABOURER,Don't know,Don't know
04 0680 010 7,1,61.21724325366161,04 1,04 0680,4,Coast/Urban,174,6,04,Coast,Urban,6.795516,-58.156044,Other relative,Male,89,Primary,,1968,,Work,Canada,Yes,Self-employed (without paid help),TAXI DRIIVER,Don't know,Don't know
04 0680 028 7,1,61.21724325366161,04 1,04 0680,3,Coast/Urban,174,6,04,Coast,Urban,6.7958069,-58.157551,Other relative,Female,95,Don't know,-1,-1,1970 - 1979,Work,U.S.A.,Yes,Self-employed (without paid help),SEAMSTRESS,Retired,No
04 0680 059 6,1,61.21724325366161,04 1,04 0680,6,Coast/Urban,174,6,04,Coast,Urban,6.796771,-58.161121,Son/daughter,Female,42,Secondary,,2002,,Marriage,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",OFFICE CLERK,Keeping the house,No
04 0680 059 6,2,61.21724325366161,04 1,04 0680,6,Coast/Urban,174,6,04,Coast,Urban,6.796771,-58.161121,Son/daughter,Female,35,Secondary,,2004,,Study,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",-1,Working,
04 0697 044 5,1,53.42782124673792,04 1,04 0697,6,Coast/Urban,174,2,04,Coast,Urban,6.8018808,-58.143471,Other relative,Female,50,Secondary,,1997,,Marriage,Caribbean country,No,,,Working,
04 0697 079 1,1,53.42782124673792,04 1,04 0697,6,Coast/Urban,174,2,04,Coast,Urban,6.8012767,-58.144405,Son/daughter,Male,22,Technical/Vocational Certificate or Diploma,AERONAUTICAL,2015,,Study,U.S.A.,No,,,Studying,No
04 0731 012 9,1,65.03642712331573,04 1,04 0731,6,Coast/Urban,174,7,04,Coast,Urban,6.7901049,-58.142731,Son/daughter,Female,34,Secondary,,2004,,Study,U.S.A.,No,,,Working,
04 0731 045 6,1,65.03642712331573,04 1,04 0731,5,Coast/Urban,174,7,04,Coast,Urban,6.7888298,-58.142376,Son/daughter,Female,49,Don't know,-1,2008,,Marriage,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",PAR LEGAL,Don't know,Don't know
04 0731 051 6,1,65.03642712331573,04 1,04 0731,5,Coast/Urban,174,7,04,Coast,Urban,6.7895751,-58.142143,Other relative,Female,41,Secondary,,2002,,Work,Caribbean country,Yes,Self-employed (without paid help),HAIR DRESSER,Working,
04 0731 051 6,2,65.03642712331573,04 1,04 0731,5,Coast/Urban,174,7,04,Coast,Urban,6.7895751,-58.142143,Other relative,Male,36,Secondary,,2005,,Work,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",CONSTRUCTION,Working,
04 0731 051 6,3,65.03642712331573,04 1,04 0731,5,Coast/Urban,174,7,04,Coast,Urban,6.7895751,-58.142143,Other relative,Female,16,Secondary,,2010,,Study,Caribbean country,No,,,Studying,Don't know
04 0731 051 6,4,65.03642712331573,04 1,04 0731,5,Coast/Urban,174,7,04,Coast,Urban,6.7895751,-58.142143,Other relative,Female,14,Secondary,,-1,2010 or after,Study,Caribbean country,,,,,
04 0731 051 6,5,65.03642712331573,04 1,04 0731,5,Coast/Urban,174,7,04,Coast,Urban,6.7895751,-58.142143,Other relative,Female,12,Primary,,-1,2010 or after,Study,Caribbean country,,,,,
04 0740 056 5,1,97.07743419664739,04 1,04 0740,6,Coast/Urban,174,8,04,Coast,Urban,6.7886333,-58.122452,Step/ adopted child,Male,33,Secondary,,2011,,Work,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",TECHNICIAN,Working,
04 0740 074 0,1,97.07743419664739,04 1,04 0740,3,Coast/Urban,174,8,04,Coast,Urban,6.788486,-58.122292,Son/daughter,Female,26,University / Certificate /Diploma,AGRICULTURE,2016,,Study,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",CLERK,Studying,No
04 0748 003 0,1,58.60040025743503,04 1,04 0748,4,Coast/Urban,174,8,04,Coast,Urban,6.7834949,-58.127731,Grand/great-grand child,Female,98,Don't know,-1,-1,2000 - 2009,Family Reunification,U.S.A.,Yes,Don't know,-1,Retired,No
04 0748 029 2,1,58.60040025743503,04 1,04 0748,4,Coast/Urban,174,8,04,Coast,Urban,6.7835646,-58.126747,Son/daughter,Female,30,Masters,NUTRITION,2016,,Study,Great Britain,Yes,"Employee (for another person, for a company or for the government)",SUPERVISOR / NUTRITIONIST,Studying,No
04 0748 052 3,1,58.60040025743503,04 1,04 0748,3,Coast/Urban,174,8,04,Coast,Urban,6.7839327,-58.12587,Son/daughter,Female,39,Secondary,,-1,2000 - 2009,Work,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",IMMIGRATION  OFFICER,Working,
04 0748 075 8,1,58.60040025743503,04 1,04 0748,6,Coast/Urban,174,8,04,Coast,Urban,6.7825527,-58.124058,Son/daughter,Female,46,University / Certificate /Diploma,TEACHER,-1,1990 - 1999,Marriage,Great Britain,Yes,"Employee (for another person, for a company or for the government)",TEACHER,Working,
04 0763 037 2,1,103.9632445338517,04 1,04 0763,4,Coast/Urban,174,9,04,Coast,Urban,6.7811985,-58.125179,Son/daughter,Female,52,Don't know,-1,-1,1980 - 1989,Marriage,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",CUSTOMS BROKER,Working,
04 0763 037 2,2,103.9632445338517,04 1,04 0763,4,Coast/Urban,174,9,04,Coast,Urban,6.7811985,-58.125179,Son/daughter,Male,51,Don't know,-1,2014,,Family Reunification,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",PLUMBING,Working,
04 0763 087 1,1,103.9632445338517,04 1,04 0763,6,Coast/Urban,174,8,04,Coast,Urban,6.780386,-58.125923,Son/daughter,Male,41,Technical/Vocational Certificate or Diploma,EDUCATION,2017,,Marriage,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",SECONDARY SCHOOL TEACHER,Other,No
04 0774 075 3,1,62.52270477017048,04 1,04 0774,5,Coast/Urban,174,5,04,Coast,Urban,6.7785044,-58.123264,Grand/great-grand child,Male,51,Secondary,,1980,,Study,Other,Yes,"Employee (for another person, for a company or for the government)",TEACHER,Working,
04 0782 118 7,1,77.96280469752486,04 1,04 0782,3,Coast/Urban,174,4,04,Coast,Urban,6.787859,-58.149742,Spouse/ partner,Female,60,Secondary,,2001,,Family Reunification,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",SECURITY GUARD AT GUYANA NATIONAL SHIPING,Working,
04 0796 003 6,1,71.7899327616922,04 1,04 0796,5,Coast/Urban,174,2,04,Coast,Urban,6.7919931,-58.155472,Parent/parent-in-law,Female,59,Secondary,,2015,,Family Reunification,U.S.A.,Yes,Self-employed (without paid help),BUSINESS WOMAN,Working,
04 0796 003 6,2,71.7899327616922,04 1,04 0796,5,Coast/Urban,174,2,04,Coast,Urban,6.7919931,-58.155472,Parent/parent-in-law,Male,58,Secondary,,2017,,Family Reunification,U.S.A.,Yes,Unpaid family workers,WORKED WITH WIFE AT THEIR HOME BASE BUSINESS,Working,
04 0796 005 8,1,71.7899327616922,04 1,04 0796,5,Coast/Urban,174,2,04,Coast,Urban,6.791996,-58.155521,Son/daughter,Male,43,Secondary,,-1,1970 - 1979,Family Reunification,Caribbean country,Yes,Self-employed (without paid help),MOVING VENDOR,Working,
04 0796 056 3,1,71.7899327616922,04 1,04 0796,4,Coast/Urban,174,2,04,Coast,Urban,6.7929745,-58.154934,Son/daughter,Female,56,University / Certificate /Diploma,JOURALISTIUM,2005,,Political reasons,Other European country,Yes,"Employee (for another person, for a company or for the government)",POLITICAL JOURALIST,Working,
04 0801 026 1,1,71.42834857249545,04 1,04 0801,3,Coast/Urban,174,1,04,Coast,Urban,6.7922134,-58.160744,Son/daughter,Male,55,Secondary,,-1,1970 - 1979,More income,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",ELECTRICAL TECH...,Working,
04 0801 037 1,1,71.42834857249545,04 1,04 0801,5,Coast/Urban,174,1,04,Coast,Urban,6.7924852,-58.161495,Parent/parent-in-law,Female,67,Primary,,2014,,More income,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",TEACHER SECONDARY,Working,
04 0801 128 7,1,71.42834857249545,04 1,04 0801,4,Coast/Urban,174,1,04,Coast,Urban,6.7944684,-58.16124,Son/daughter,Female,43,Secondary,,1995,,Other,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",DON'T KNOW,Working,
04 0813 131 7,1,58.24646051798842,04 1,04 0813,6,Coast/Urban,174,6,04,Coast,Urban,6.7945852,-58.168037,Other relative,Female,45,Secondary,,2000,,Marriage,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",SECRETARY,Working,
04 0813 170 3,1,58.24646051798842,04 1,04 0813,4,Coast/Urban,174,6,04,Coast,Urban,6.7965279,-58.167187,Son/daughter,Female,41,Secondary,,2002,,Marriage,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",CLERK,Keeping the house,No
04 0813 206 2,1,58.24646051798842,04 1,04 0813,5,Coast/Urban,174,6,04,Coast,Urban,6.7961478,-58.165401,Spouse/ partner,Male,40,Secondary,,2006,,Family Reunification,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",MACHINERY OPERATOR,Working,
04 0829 064 1,1,50.6179739403165,04 1,04 0829,5,Coast/Urban,174,7,04,Coast,Urban,6.7814655,-58.16993,Parent/parent-in-law,Female,87,Primary,,2003,,Family Reunification,U.S.A.,Yes,Don't know,0,Retired,No
04 0829 064 1,2,50.6179739403165,04 1,04 0829,5,Coast/Urban,174,7,04,Coast,Urban,6.7814655,-58.16993,Other relative,Female,57,Secondary,,2003,,Family Reunification,U.S.A.,No,,,Working,
04 0829 064 1,3,50.6179739403165,04 1,04 0829,5,Coast/Urban,174,7,04,Coast,Urban,6.7814655,-58.16993,Other relative,Male,34,Technical/Vocational Certificate or Diploma,MECHANICS,2002,,Marriage,U.S.A.,No,,,Working,
04 0829 064 1,4,50.6179739403165,04 1,04 0829,5,Coast/Urban,174,7,04,Coast,Urban,6.7814655,-58.16993,Other relative,Male,33,Secondary,,2002,,Family Reunification,U.S.A.,No,,,Working,
04 0839 133 4,1,50.77665097461216,04 1,04 0839,5,Coast/Urban,174,7,04,Coast,Urban,6.7772574,-58.169136,Spouse/ partner,Male,50,Secondary,,2008,,Family Reunification,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",LABOURER AT GUYANA DEMERARA OXEYGNE COMPANY,Working,
04 0839 156 0,1,50.77665097461216,04 1,04 0839,6,Coast/Urban,174,7,04,Coast,Urban,6.7765036,-58.17025,Son/daughter,Male,30,Primary,,2002,,Family Reunification,U.S.A.,No,,,Working,
04 0839 156 0,2,50.77665097461216,04 1,04 0839,6,Coast/Urban,174,7,04,Coast,Urban,6.7765036,-58.17025,Son/daughter,Female,27,Primary,,2002,,Family Reunification,U.S.A.,No,,,Working,
04 0839 159 4,1,50.77665097461216,04 1,04 0839,4,Coast/Urban,174,7,04,Coast,Urban,6.7768078,-58.170303,Son/daughter,Female,24,None,,1996,,Family Reunification,U.S.A.,No,,,Working,
04 0839 164 4,1,50.77665097461216,04 1,04 0839,4,Coast/Urban,174,7,04,Coast,Urban,6.7775145,-58.170258,Other relative,Male,40,Don't know,Nil,2006,,Don't know,Great Britain,Yes,"Employee (for another person, for a company or for the government)",SALE REP...,Working,
04 0851 030 5,1,92.83757329376975,04 0,04 0851,3,Coast/Rural,174,7,04,Coast,Rural,6.7715364,-58.1702,Son/daughter,Female,45,Secondary,,2010,,Marriage,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",CLERK AT A LAW FIRM,Working,
04 0851 074 9,1,92.83757329376975,04 0,04 0851,6,Coast/Rural,174,7,04,Coast,Rural,6.7693834,-58.169735,Son/daughter,Male,33,Secondary,,2008,,Marriage,Caribbean country,No,,,Working,
04 0874 051 8,1,115.606639495884,04 0,04 0874,6,Coast/Rural,174,9,04,Coast,Rural,6.7341084,-58.161018,Spouse/ partner,Male,47,Secondary,,-1,2000 - 2009,Don't know,Other,Yes,"Employee (for another person, for a company or for the government)",RESPONSDANT DOESN'T WANT TO PROVIDE ANY INFORMATION ABOUT HER DAD,Don't know,Don't know
04 0874 073 2,1,115.606639495884,04 0,04 0874,5,Coast/Rural,174,9,04,Coast,Rural,6.7328486,-58.160698,Parent/parent-in-law,Male,61,Secondary,,2006,,Work,U.S.A.,Yes,Self-employed (without paid help),ELECTRICIAN,Working,
04 0874 073 2,2,115.606639495884,04 0,04 0874,5,Coast/Rural,174,9,04,Coast,Rural,6.7328486,-58.160698,Parent/parent-in-law,Female,61,Technical/Vocational Certificate or Diploma,CATERING,2010,,Work,U.S.A.,Yes,Self-employed (without paid help),CATERING,Working,
04 0928 034 7,1,172.8062108364007,04 0,04 0928,4,Coast/Rural,174,11,04,Coast,Rural,6.7039537,-58.160435,Spouse/ partner,Male,55,Secondary,,1993,,Work,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",POLICE,Working,
04 0928 037 5,1,172.8062108364007,04 0,04 0928,6,Coast/Rural,174,11,04,Coast,Rural,6.7034421,-58.160889,Son/daughter,Female,32,Secondary,,2007,,Marriage,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",0,Keeping the house,No
04 0953 216 3,1,106.7660170726366,04 0,04 0953,4,Coast/Rural,174,10,04,Coast,Rural,6.7050095,-58.174023,Grand/great-grand child,Female,14,Secondary,,2016,,Study,U.S.A.,,,,,
04 0969 105 7,1,91.26006078067043,04 0,04 0969,5,Coast/Rural,174,12,04,Coast,Rural,6.6997037,-58.175423,Son/daughter,Female,38,University / Certificate /Diploma,EDUCATION,2007,,Study,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",TEACHER,Working,
04 1014 104 3,1,89.60433240520138,04 0,04 1014,3,Coast/Rural,174,10,04,Coast,Rural,6.6391826,-58.188892,Son/daughter,Female,32,Don't know,0,2002,,Family Reunification,U.S.A.,Yes,Don't know,0,Working,
04 1014 104 3,2,89.60433240520138,04 0,04 1014,3,Coast/Rural,174,10,04,Coast,Rural,6.6391826,-58.188892,Grand/great-grand child,Female,15,Secondary,,2009,,Study,U.S.A.,No,,,Studying,No
04 1025 005 3,1,104.0459755462956,04 0,04 1025,4,Coast/Rural,174,12,04,Coast,Rural,6.5897384,-58.209877,Non relative,Male,0,Don't know,0,2017,,Family Reunification,U.S.A.,,,,,
04 1025 005 3,2,104.0459755462956,04 0,04 1025,4,Coast/Rural,174,12,04,Coast,Rural,6.5897384,-58.209877,Other relative,Female,0,Don't know,0,2017,,Family Reunification,U.S.A.,,,,,
04 1054 118 2,1,50.44653359820393,04 0,04 1054,3,Coast/Rural,174,9,04,Coast,Rural,6.5063243,-58.249897,Spouse/ partner,Male,47,Secondary,,-1,1990 - 1999,More income,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",AIRPORT ATTENDANT,Working,
04 1090 155 4,1,89.93896275794069,04 0,04 1090,5,Coast/Rural,174,7,04,Coast,Rural,6.4035115,-58.237755,Son/daughter,Male,40,Secondary,,2008,,Don't know,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",POLICE OFFICER,Don't know,Don't know
04 1090 155 4,2,89.93896275794069,04 0,04 1090,5,Coast/Rural,174,7,04,Coast,Rural,6.4035115,-58.237755,Grand/great-grand child,Female,20,Secondary,,2014,,Family Reunification,Caribbean country,No,,,Other,No
04 1090 157 7,1,89.93896275794069,04 0,04 1090,4,Coast/Rural,174,7,04,Coast,Rural,6.4037113,-58.237335,Son/daughter,Female,19,Secondary,,2012,,Family Reunification,Caribbean country,No,,,Working,
04 1090 157 7,2,89.93896275794069,04 0,04 1090,4,Coast/Rural,174,7,04,Coast,Rural,6.4037113,-58.237335,Son/daughter,Female,18,Secondary,,2012,,Family Reunification,Caribbean country,No,,,Studying,No
04 1105 023 7,1,131.9617259838732,04 0,04 1105,5,Coast/Rural,174,8,04,Coast,Rural,5.2677956,-58.063019,Spouse/ partner,Female,42,Secondary,,2011,,Work,Caribbean country,No,,,Working,
04 1105 092 6,1,131.9617259838732,04 0,04 1105,6,Coast/Rural,174,8,04,Coast,Rural,6.5359731,-58.199696,Parent/parent-in-law,Female,53,Don't know,FOOD AND NUTRITION,2010,,Family Reunification,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",CATERER,Working,
04 1105 092 6,2,131.9617259838732,04 0,04 1105,6,Coast/Rural,174,8,04,Coast,Rural,6.5359731,-58.199696,Other relative,Male,26,Don't know,HE WENT TO COLLEGE BUT HE DONT KNOW WHAT HE STUDIED,2010,,Family Reunification,U.S.A.,No,,,Working,
04 1105 092 6,3,131.9617259838732,04 0,04 1105,6,Coast/Rural,174,8,04,Coast,Rural,6.5359731,-58.199696,Other relative,Female,19,University / Certificate /Diploma,DONT KNOW,2010,,Family Reunification,U.S.A.,No,,,Studying,Yes
05 0036 056 2,1,32.40131248381907,05 0,05 0036,6,Coast/Rural,174,9,05,Coast,Rural,6.2320485,-57.542889,Son/daughter,Female,32,Secondary,,2003,,Family Reunification,Caribbean country,No,,,Working,
05 0041 022 9,1,32.99056189786788,05 0,05 0041,4,Coast/Rural,174,11,05,Coast,Rural,6.2364297,-57.540771,Son/daughter,Male,41,Secondary,,1999,,Work,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",SECURITY,Working,
05 0041 022 9,2,32.99056189786788,05 0,05 0041,4,Coast/Rural,174,11,05,Coast,Rural,6.2364297,-57.540771,Son/daughter,Male,32,Secondary,,2002,,Work,U.S.A.,No,,,Working,
05 0045 026 2,1,27.52628663528107,05 0,05 0045,4,Coast/Rural,174,12,05,Coast,Rural,6.2474117,-57.540977,Son/daughter,Female,25,Secondary,,2014,,Marriage,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",TAX COLLECTOR,Studying,No
05 0051 063 4,1,32.31392620484066,05 0,05 0051,6,Coast/Rural,174,3,05,Coast,Rural,6.2712779,-57.541428,Spouse/ partner,Female,64,Technical/Vocational Certificate or Diploma,AGRICULTURE,2002,,Family Reunification,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",FEILD SUPERVISOR,Retired,No
05 0051 063 4,2,32.31392620484066,05 0,05 0051,6,Coast/Rural,174,3,05,Coast,Rural,6.2712779,-57.541428,Son/daughter,Male,41,Secondary,,1997,,Marriage,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",CLERK,Working,
05 0051 063 4,3,32.31392620484066,05 0,05 0051,6,Coast/Rural,174,3,05,Coast,Rural,6.2712779,-57.541428,Son/daughter,Male,37,Technical/Vocational Certificate or Diploma,MECHANIC,2005,,More income,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",MECHANIC,Working,
05 0051 063 4,4,32.31392620484066,05 0,05 0051,6,Coast/Rural,174,3,05,Coast,Rural,6.2712779,-57.541428,Son/daughter,Female,31,Secondary,,2002,,Family Reunification,U.S.A.,No,,,Keeping the house,No
05 0054 019 8,1,24.08259228023323,05 0,05 0054,6,Coast/Rural,174,7,05,Coast,Rural,6.2736435,-57.541588,Son/daughter,Male,45,Secondary,,2005,,Work,Canada,Yes,"Employee (for another person, for a company or for the government)",CLERK,Working,
05 0054 019 8,2,24.08259228023323,05 0,05 0054,6,Coast/Rural,174,7,05,Coast,Rural,6.2736435,-57.541588,Grand/great-grand child,Female,19,Secondary,,2014,,Family Reunification,Canada,No,,,Studying,Yes
05 0054 061 2,1,24.08259228023323,05 0,05 0054,6,Coast/Rural,174,7,05,Coast,Rural,6.2728148,-57.542786,Spouse/ partner,Male,59,Secondary,,2007,,Work,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",SERGEANT,Working,
05 0054 063 1,1,24.08259228023323,05 0,05 0054,5,Coast/Rural,174,7,05,Coast,Rural,6.2729363,-57.543037,Son/daughter,Male,35,Primary,,2003,,More income,Caribbean country,No,,,Working,
05 0060 357 5,1,45.41244919556407,05 0,05 0060,5,Coast/Rural,174,1,05,Coast,Rural,6.2796426,-57.544292,Son/daughter,Female,24,Secondary,,2016,,Marriage,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",INTERNET CAFE ATTENDANT,Working,
05 0062 430 7,1,31.16390677599671,05 0,05 0062,5,Coast/Rural,174,1,05,Coast,Rural,6.2799454,-57.535889,Son/daughter,Female,47,Secondary,,-1,2000 - 2009,Marriage,U.S.A.,No,,,Working,
05 0062 430 7,2,31.16390677599671,05 0,05 0062,5,Coast/Rural,174,1,05,Coast,Rural,6.2799454,-57.535889,Son/daughter,Female,43,Primary,,-1,2010 or after,Marriage,U.S.A.,No,,,Working,
05 0062 443 7,1,31.16390677599671,05 0,05 0062,3,Coast/Rural,174,1,05,Coast,Rural,6.2792368,-57.536743,Son/daughter,Female,23,University / Certificate /Diploma,Eduction,2014,,Marriage,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",Teacher,Working,
05 0067 039 1,1,22.86211028874733,05 0,05 0067,4,Coast/Rural,174,2,05,Coast,Rural,6.2875609,-57.542423,Step/ adopted child,Male,20,None,,2015,,Work,South America,Yes,"Employee (for another person, for a company or for the government)",FISHERMAN,Working,
05 0067 041 0,1,22.86211028874733,05 0,05 0067,3,Coast/Rural,174,2,05,Coast,Rural,6.2871161,-57.542507,Son/daughter,Female,36,University / Certificate /Diploma,EDUCATION,-1,2000 - 2009,Don't know,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",TEACHER,Working,
05 0067 061 4,1,22.86211028874733,05 0,05 0067,5,Coast/Rural,174,2,05,Coast,Rural,6.2893953,-57.543812,Son/daughter,Female,24,University / Certificate /Diploma,BUSINESS MANAGEMENT,2013,,Study,U.S.A.,No,,,Keeping the house,No
05 0071 032 5,1,22.25984184067707,05 0,05 0071,6,Coast/Rural,174,2,05,Coast,Rural,6.290719,-57.546478,Other relative,Male,36,Secondary,,-1,2010 or after,Work,U.S.A.,Yes,Self-employed (without paid help),RICE FAMER,Don't know,Don't know
05 0083 013 9,1,26.02117958623268,05 0,05 0083,5,Coast/Rural,174,3,05,Coast,Rural,6.339849,-57.573872,Parent/parent-in-law,Male,66,Don't know,Dont know,1991,,Family Reunification,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",Gtt operator,Working,
05 0083 013 9,2,26.02117958623268,05 0,05 0083,5,Coast/Rural,174,3,05,Coast,Rural,6.339849,-57.573872,Parent/parent-in-law,Female,61,Don't know,Dont know,1991,,Family Reunification,U.S.A.,No,,,Working,
